edu_code,current_year,class_10,class_12,cgpa,income,gender_code,category_code,is_obc_ncl,is_ews,state_code,has_income_cert,has_cat_cert,has_dom_cert,has_disability,disability_pct,is_minority,is_first_grad,is_single_girl,is_orphan,is_single_parent,is_ward_defense,is_farmer,sch_type_code,sch_max_income,sch_min_cgpa,sch_min_marks,sch_target_cat_code,sch_target_gender_code,sch_state_code,is_eligible,match_tier
5,2,66.11940246845933,75.83533235723391,7.800742004005475,103175.76533023223,2,1,0,0,5,1,0,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,6.0,75.0,3,2,0,0,0
5,4,74.82168700266388,50.08910502928454,5.440966412293198,189330.45758494656,1,2,1,0,10,1,1,1,0,0.0,1,0,0,0,0,0,0,2,600000.0,7.5,70.0,2,0,10,0,0
3,2,77.76407877354609,75.32822404035224,0.0,740436.0565113814,2,2,1,0,14,1,1,1,0,0.0,0,0,0,0,0,0,0,2,150000.0,0.0,50.0,0,0,14,0,0
2,2,63.95515952106005,67.84679070913182,0.0,431375.8945502274,1,3,0,0,7,1,1,1,0,0.0,0,0,0,0,0,1,0,3,150000.0,0.0,60.0,4,0,0,0,0
5,1,57.46733754217584,85.00464668402647,6.922921521012508,387874.5618238825,2,1,0,0,22,1,0,1,0,0.0,0,1,1,0,0,1,1,2,250000.0,6.0,50.0,0,2,22,0,0
4,4,63.953308150448706,72.32807298193666,7.386205084979031,219639.18345062356,2,1,0,0,17,0,0,1,0,0.0,0,0,1,0,0,0,1,2,450000.0,0.0,50.0,4,0,17,0,0
3,1,55.932095246752255,67.21085642185497,0.0,85197.58847988214,1,2,1,0,4,1,1,1,0,0.0,0,0,0,0,0,0,1,1,250000.0,7.0,70.0,1,0,0,0,0
5,1,59.4184580029804,97.53604619155462,5.331394682389659,91272.86033002094,1,2,1,0,22,1,1,1,0,0.0,0,0,0,0,0,0,0,2,450000.0,0.0,50.0,3,0,22,0,0
4,1,56.18944120246346,55.29977531495853,8.4446471863663,226907.56588177962,2,2,1,0,2,1,1,1,0,0.0,0,0,0,0,0,0,0,1,600000.0,0.0,60.0,0,0,0,0,0
3,3,86.73532536680085,67.09313926198946,0.0,108777.14230159027,1,3,0,0,4,1,1,1,0,0.0,0,0,0,0,0,1,1,1,250000.0,7.0,50.0,0,0,0,1,2
4,2,89.94597135227399,56.49624969695488,8.07336072739328,721965.7246157229,1,2,1,0,22,0,1,1,0,0.0,0,1,0,0,0,0,0,1,250000.0,6.0,75.0,0,0,0,0,0
5,2,65.69398480030678,68.15422581482039,6.387331536437473,249003.31251189564,2,2,1,0,16,1,1,1,0,0.0,0,0,0,0,0,0,1,1,450000.0,7.0,60.0,0,0,0,0,0
3,1,79.482666573905,46.154988971004585,0.0,742213.8930264988,2,5,0,1,20,1,0,1,1,71.6543631888762,0,1,0,0,0,0,0,2,600000.0,7.5,60.0,3,2,20,0,0
5,3,76.10608978243773,92.2462655196665,6.153351757193101,245833.67441285984,1,2,1,0,18,1,1,1,0,0.0,0,1,0,0,0,0,1,3,450000.0,6.0,50.0,1,0,0,0,0
4,1,66.7301439610841,75.1539281509954,6.215437879993795,182423.9873451612,2,3,0,0,19,0,1,1,0,0.0,0,0,0,0,0,0,0,3,450000.0,8.0,50.0,3,0,19,0,0
5,3,53.40542808911418,90.38710465586396,8.110170742200754,700898.414018181,1,3,0,0,19,1,1,1,0,0.0,0,0,0,1,0,0,0,1,150000.0,7.0,75.0,0,0,0,0,0
4,3,83.87737047639864,65.86987520339257,9.55034420976887,148968.0767040788,2,2,1,0,1,1,1,1,0,0.0,0,0,0,0,0,0,1,1,250000.0,6.0,75.0,0,0,0,0,0
4,2,63.39675382232119,52.41154121654268,6.500956249137053,202802.4545967615,2,4,0,0,12,1,1,0,0,0.0,0,0,1,0,0,0,0,1,150000.0,7.0,70.0,1,2,0,0,0
4,3,83.71288011423232,80.41638938951104,6.654956747370556,2022153.69447084,1,1,0,0,21,0,0,1,0,0.0,0,0,0,0,0,0,0,3,800000.0,6.0,70.0,0,0,0,0,0
4,2,69.22670976681476,83.20116207062432,8.96347935911664,137358.48118938552,2,1,0,0,21,0,0,1,0,0.0,0,1,1,1,0,0,0,2,450000.0,0.0,60.0,2,2,21,0,0
2,3,97.92002267478628,54.402345000710284,0.0,131958.0936849234,2,2,1,0,2,1,1,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,0.0,60.0,6,2,2,0,0
4,4,54.034519244052774,78.38976841779439,9.060821181408507,148470.34802849265,2,5,0,1,2,1,1,1,0,0.0,0,0,0,0,0,0,0,1,800000.0,0.0,0.0,0,0,0,1,3
4,3,85.28950149510362,69.04841699291391,7.803158108718213,1227041.9200511002,3,1,0,0,4,0,0,1,0,0.0,0,0,0,0,0,0,1,2,600000.0,6.0,75.0,4,0,4,0,0
5,1,85.64605454207994,88.56524925844352,9.131194660872534,1191430.560717953,1,2,0,0,10,0,1,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,7.5,60.0,0,2,10,0,0
5,4,75.96362893107582,48.29955907340596,8.685543104496071,107060.01595515704,2,1,0,0,5,1,0,1,0,0.0,1,0,1,1,0,1,0,2,450000.0,8.0,0.0,0,0,5,1,3
5,1,81.30545842285244,64.12350933464356,5.988255079587396,73958.61706736249,3,5,0,1,10,1,1,1,0,0.0,0,1,0,1,0,0,0,3,250000.0,7.0,0.0,2,0,0,0,0
5,2,87.7008293596461,47.715785346525166,6.148411774058535,141141.72591841634,2,1,0,0,19,1,0,1,0,0.0,0,0,0,0,0,1,0,3,9999999.0,0.0,50.0,4,0,0,0,0
2,3,78.20468065348838,87.05877253633552,0.0,76553.20374766071,2,1,0,0,17,1,0,0,0,0.0,0,0,0,0,0,0,0,3,250000.0,6.0,70.0,0,0,0,1,3
4,2,65.27651944107143,55.99785045589242,9.63300290702798,73087.27097859324,1,5,0,1,4,0,1,0,0,0.0,0,0,0,0,0,0,1,3,150000.0,6.0,0.0,0,0,4,1,3
4,3,61.02622765949923,97.66263078715807,5.940655690950195,1239512.9192494217,2,5,0,0,22,0,1,1,1,60.6351562980225,0,0,0,0,0,0,0,1,150000.0,7.5,70.0,0,0,0,0,0
4,3,80.551001318348,97.99458970318179,9.079031773732204,207823.45598219545,1,4,0,0,19,1,1,1,0,0.0,0,0,0,0,0,0,0,2,9999999.0,7.0,75.0,2,0,19,0,0
4,3,86.16320506511772,45.017548089036154,5.2976346445063385,136682.61361473164,2,5,0,1,12,1,1,1,0,0.0,1,0,0,0,0,0,1,1,800000.0,8.5,0.0,3,2,0,0,0
4,3,81.67706842121636,53.74904812501723,5.57864867024272,196160.52462398773,1,1,0,0,2,0,0,1,0,0.0,0,0,0,0,0,0,0,1,600000.0,0.0,60.0,2,0,0,0,0
4,1,67.74531289490096,77.64834515442368,6.35700115424701,176276.67905536236,1,2,1,0,13,0,1,1,0,0.0,1,1,0,0,0,0,0,1,600000.0,0.0,0.0,0,2,0,0,0
5,4,69.39411803192911,67.18124098936414,5.506201162291388,184833.23997943357,2,3,0,0,5,1,1,1,0,0.0,1,0,0,0,0,0,0,1,250000.0,7.0,70.0,3,0,0,0,0
2,3,85.85162912011961,59.556310770518884,0.0,85169.73212889733,2,1,0,0,20,1,0,1,0,0.0,0,1,0,0,0,0,1,2,150000.0,0.0,50.0,0,0,20,1,3
4,4,69.5594519877861,54.32926014745594,6.056720568416108,2018144.793878181,1,2,0,0,6,0,0,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,7.0,0.0,0,0,6,0,0
4,1,79.79868929102346,72.85749922887972,7.207723510894132,181779.63859709757,1,3,0,0,10,1,1,1,0,0.0,0,0,0,0,0,0,1,1,450000.0,7.0,0.0,0,0,0,1,2
3,1,70.6084964782621,94.70835814500029,0.0,242166.97096817126,1,4,0,0,15,0,1,0,0,0.0,0,0,0,0,0,0,1,1,800000.0,0.0,0.0,3,0,0,0,0
4,1,72.64418260682996,84.03916440828783,6.8030816111765935,122800.09019113547,2,1,0,0,16,1,0,1,1,76.81411270275073,0,0,0,0,0,0,0,1,450000.0,6.0,0.0,0,0,0,1,3
2,1,56.037857143092644,91.30781254783727,0.0,75466.28770963792,1,3,0,0,8,0,1,1,0,0.0,1,0,0,0,0,0,1,1,600000.0,6.0,0.0,0,2,8,0,0
4,3,63.743625582324164,78.57610621797392,5.474680719617103,125690.01282969283,2,3,0,0,2,0,1,1,0,0.0,1,0,1,0,0,0,0,3,250000.0,6.0,60.0,1,0,0,0,0
3,3,66.72193157667083,61.417601858579,0.0,430261.20776010957,2,2,1,0,17,1,1,0,0,0.0,0,0,0,0,0,0,0,1,150000.0,6.0,70.0,3,2,0,0,0
4,3,90.7366933412409,88.90785089040101,6.60987329872541,109807.10725520136,1,4,0,0,3,1,1,1,0,0.0,0,0,0,1,0,0,0,2,150000.0,6.0,50.0,0,0,3,1,3
4,4,87.03831642407587,66.44563480146812,5.7593733731698125,1232125.582478181,2,2,0,0,6,0,1,1,0,0.0,0,0,0,0,0,0,0,2,800000.0,7.0,70.0,3,0,6,0,0
2,2,51.062582121499815,47.69940397572472,0.0,400891.26546066685,2,5,0,1,20,1,1,1,0,0.0,0,0,1,0,0,1,1,1,450000.0,7.5,75.0,0,0,0,0,0
5,3,88.03548592191342,49.5012176082024,7.776311469319408,236715.84335813473,1,2,1,0,5,1,1,0,0,0.0,0,0,0,0,0,0,1,1,600000.0,7.5,50.0,1,0,5,0,0
4,4,82.08515607172535,47.12243186821107,9.124017458977029,207604.8589890112,2,2,0,0,21,1,1,1,1,40.463615059884106,0,0,0,0,0,0,0,1,250000.0,0.0,50.0,4,0,0,0,0
5,2,64.73167570927984,83.96145362978675,9.019490456227754,685325.1382709357,1,1,0,0,11,1,0,1,0,0.0,0,0,0,0,0,0,1,3,9999999.0,7.5,50.0,0,0,0,1,2
4,2,53.61664372367865,67.21290847690845,7.82854147378805,190454.2633510541,1,1,0,0,12,1,0,1,0,0.0,0,1,0,0,0,0,0,1,150000.0,0.0,70.0,0,0,0,0,0
4,2,77.54220689406542,66.71104148965503,7.048397191099553,235483.36361377104,1,2,1,0,21,1,1,1,0,0.0,0,1,0,0,0,0,0,2,450000.0,7.0,0.0,4,0,21,0,0
4,1,93.82141231875428,86.15191272311512,5.748354292424783,701428.8504574641,1,3,0,0,20,1,1,1,0,0.0,0,0,0,0,0,0,1,2,800000.0,8.5,80.0,2,0,20,0,0
5,4,88.46225125940515,94.02608289815062,7.192717796064388,103703.66450826556,1,2,0,0,21,1,1,1,0,0.0,0,0,0,0,0,0,0,2,150000.0,0.0,0.0,0,2,21,0,0
2,3,59.94099004591165,81.82583569824624,0.0,90983.79299968685,2,2,1,0,19,0,1,1,0,0.0,1,0,0,0,1,0,0,3,150000.0,7.5,70.0,6,0,0,1,2
4,3,62.34182988492034,78.60153734982464,6.067999293701714,198891.9611205957,2,2,1,0,17,1,1,0,0,0.0,1,0,0,0,0,0,0,1,150000.0,7.5,75.0,3,0,0,0,0
4,3,72.20457949309736,79.11266959884802,9.464713640732342,197781.53391504378,1,1,0,0,10,0,0,1,0,0.0,0,1,0,0,0,0,0,3,150000.0,0.0,70.0,3,0,0,0,0
4,4,65.11005928327006,79.78057541873878,5.211570746468719,1247734.7112267863,2,3,0,0,4,0,1,1,0,0.0,1,0,0,0,0,0,1,1,250000.0,6.0,75.0,1,0,0,0,0
4,4,54.69804640454173,66.04214042142956,8.140928776677715,80574.841619084,2,3,0,0,17,1,1,1,0,0.0,0,0,0,0,0,0,1,2,450000.0,0.0,60.0,3,0,17,1,3
4,2,75.33152355149424,65.7137283970565,5.660334396108193,442203.5004145552,2,1,0,0,2,1,0,1,0,0.0,0,0,0,0,0,0,0,2,600000.0,0.0,50.0,2,0,2,0,0
4,4,54.2473526724514,57.88016406412051,5.270504496593244,225700.75233253115,2,2,1,0,8,1,1,0,0,0.0,0,1,0,0,0,0,1,2,600000.0,7.0,0.0,3,0,8,0,0
2,4,86.68556280048576,65.36100616281445,0.0,673870.0600207084,2,2,0,0,12,1,1,1,0,0.0,0,0,0,0,0,0,1,2,250000.0,6.0,70.0,0,0,12,0,0
4,4,60.290216558629126,57.48512438116224,9.178140809334135,105804.93085192684,2,2,1,0,3,1,1,1,0,0.0,0,1,0,0,0,0,0,1,250000.0,7.0,0.0,1,0,0,0,0
4,3,93.33182771024306,84.99838624784327,6.075613050513146,204460.5419878106,1,1,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,8.0,0.0,0,0,0,0,0
2,3,70.0109442993033,55.632443754702514,0.0,171874.32432202433,1,1,0,0,14,1,0,1,0,0.0,0,0,0,0,0,1,0,3,800000.0,7.0,70.0,0,0,0,0,0
4,1,78.34659690999885,56.22888015295136,5.089925640649244,95523.93445120059,1,3,0,0,7,0,0,1,0,0.0,0,0,0,0,0,0,0,2,150000.0,7.5,75.0,0,0,7,0,0
4,1,74.96304932204382,63.255968112999525,5.77115879502994,130451.69802738563,1,2,0,0,9,0,1,1,0,0.0,1,0,0,0,0,0,0,1,450000.0,7.0,75.0,2,0,0,0,0
2,1,91.41919618246396,67.75159267137141,0.0,210984.66738731036,2,4,0,0,22,1,1,1,0,0.0,0,0,1,0,0,0,0,1,450000.0,6.0,70.0,0,0,0,0,0
4,1,83.60671415341355,57.98160947949042,6.1838259538500076,441595.4974179483,2,2,1,0,13,1,1,1,0,0.0,0,0,0,0,0,0,0,1,450000.0,7.0,70.0,3,0,0,0,0
4,3,57.33120011564456,71.69743557793225,6.276883110481505,195290.16864010802,1,2,0,0,6,1,1,1,0,0.0,0,0,0,0,0,0,0,1,800000.0,0.0,75.0,0,0,0,0,0
4,4,60.593473010738556,63.54097171869343,6.82300869807611,138463.47478342723,1,3,0,0,7,1,0,1,0,0.0,1,0,0,0,0,0,0,1,600000.0,7.0,50.0,6,0,0,0,0
5,1,57.32622856243231,59.429058396323775,9.1896040964884,205300.864984541,2,1,0,0,17,1,0,1,0,0.0,0,0,1,0,0,0,1,1,600000.0,7.0,50.0,3,0,17,0,0
4,2,66.79553061319726,73.93406643905983,5.659008381921078,744492.8292001926,3,1,0,0,12,1,0,1,0,0.0,0,1,0,0,0,0,0,1,600000.0,7.5,70.0,0,0,0,0,0
5,4,97.40101089981576,78.26092511361983,7.861214124068391,195939.37050051658,2,3,0,0,16,1,1,1,0,0.0,0,1,0,0,0,0,0,1,450000.0,6.0,50.0,3,2,16,1,3
2,1,82.8102692769056,78.55900319971738,0.0,147035.8724075157,1,1,0,0,23,1,0,1,0,0.0,0,0,0,0,0,0,0,1,150000.0,7.5,0.0,0,2,0,0,0
5,2,76.99219018388104,47.70556688534375,7.4901041150537475,1178743.6119567163,1,3,0,0,14,0,0,1,0,0.0,1,1,0,0,1,0,0,1,800000.0,7.0,60.0,0,0,0,0,0
5,1,90.45623045582583,86.78750111050235,8.263731305956407,425321.93711732246,2,1,0,0,12,1,0,1,0,0.0,1,0,0,0,0,0,0,3,250000.0,8.0,50.0,2,0,0,0,0
4,4,64.60406469644529,97.4913088093733,5.8171204306621025,113153.4742575837,1,2,1,0,4,0,0,0,0,0.0,1,1,0,0,0,0,0,3,450000.0,7.5,0.0,1,2,0,0,0
4,1,67.5008598203004,68.30058015344572,8.95532327353056,449998.07793953735,2,4,0,0,22,1,0,1,0,0.0,1,0,1,0,0,0,0,2,250000.0,6.0,60.0,4,0,22,0,0
5,4,77.02264818385494,82.34492203276872,5.6133215201758855,71949.48675627494,2,1,0,0,5,1,0,1,0,0.0,0,0,0,0,0,0,1,1,250000.0,6.0,0.0,0,0,5,0,0
4,1,85.5228711499864,86.89852404120455,7.864854235941862,188898.04905507257,2,1,0,0,1,1,0,1,0,0.0,0,0,0,0,0,0,0,1,9999999.0,0.0,0.0,4,0,0,0,0
4,2,93.14214164102499,89.02417799904461,8.817120052423071,737908.3506686648,2,3,0,0,4,1,1,1,0,0.0,0,0,0,0,0,0,1,2,450000.0,7.5,75.0,0,0,4,0,0
5,2,71.93054597664852,47.67923720355001,8.34662540359084,89381.13811833225,2,1,0,0,2,0,0,1,0,0.0,0,0,0,0,0,0,0,1,600000.0,8.5,80.0,3,0,0,0,0
5,4,76.7650689422988,84.72631001255532,5.701672586317887,137410.3656279316,1,1,0,0,11,0,0,1,0,0.0,0,0,0,0,0,0,0,3,9999999.0,0.0,70.0,4,0,0,0,0
5,2,64.17621052444052,87.16970826772274,7.614278232145205,206508.8327461814,2,1,0,0,1,1,0,1,0,0.0,0,0,1,0,0,0,0,2,800000.0,7.5,50.0,0,0,1,1,3
4,4,68.24276110906766,47.866881850827134,9.607527918669946,220776.17673469713,2,1,0,0,14,1,0,1,0,0.0,0,1,0,0,0,0,0,2,450000.0,0.0,0.0,0,0,14,1,3
4,2,78.94053712741407,56.7635211094065,5.7983579537699335,94842.44704019446,2,2,1,0,6,0,1,1,1,48.595326938024336,0,0,1,0,0,0,1,1,600000.0,0.0,60.0,3,0,0,0,0
2,3,55.76905319052289,82.25413263230054,0.0,398838.78463066387,2,2,0,0,11,1,1,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,7.5,50.0,3,0,0,0,0
2,1,96.85206811638301,59.12008798389765,0.0,105070.95251474567,1,3,0,0,7,1,0,1,0,0.0,0,0,0,0,0,0,0,2,150000.0,6.0,0.0,2,0,7,0,0
4,3,92.21679780456019,87.5947838638414,9.579186253283527,697098.928588381,1,1,0,0,11,1,0,1,0,0.0,0,0,0,0,0,0,0,1,150000.0,7.0,60.0,0,2,0,0,0
4,2,50.236774057288514,95.26487947150454,7.715630639568662,239065.62845771838,2,1,0,0,23,1,0,1,0,0.0,1,0,0,0,0,0,0,2,450000.0,0.0,70.0,0,0,23,1,3
4,2,63.11600207513736,66.50725397465077,7.454117479407449,2013600.6737778396,1,2,0,0,5,0,1,1,0,0.0,1,0,0,0,0,0,1,1,450000.0,7.0,60.0,4,0,0,0,0
4,1,94.51320342007517,75.28989145542057,9.305979943931648,173399.49360654264,1,1,0,0,23,1,0,1,0,0.0,0,0,0,0,1,0,0,3,800000.0,7.5,70.0,0,0,0,1,3
4,1,93.0849015563532,68.18179208705004,8.163512148581098,714236.112305908,2,2,0,0,23,1,1,1,0,0.0,0,0,0,0,0,0,1,2,450000.0,7.5,75.0,0,0,23,0,0
4,3,68.53224607738343,67.06088684263474,8.080310208327123,72988.20878101676,2,1,0,0,21,1,0,1,0,0.0,0,0,1,0,0,0,0,2,450000.0,6.0,0.0,1,0,21,1,3
5,2,72.3025309284825,87.33368261085346,6.123074110042455,212126.23712929597,2,1,0,0,11,0,0,1,0,0.0,0,0,1,0,0,1,0,1,250000.0,0.0,60.0,2,0,0,0,0
4,3,60.45934844220337,72.5348098715626,5.702853667998884,82970.84463004547,1,1,0,0,20,1,0,1,0,0.0,0,0,0,0,0,0,0,2,450000.0,6.0,75.0,1,0,20,0,0
3,1,83.43345718252019,80.81929380152269,0.0,85213.32570895775,2,2,1,0,17,1,1,1,0,0.0,0,0,0,0,0,0,0,1,450000.0,6.0,60.0,2,0,0,1,2
5,3,51.03616420954277,91.77541078481292,7.615870106884443,382106.4254178679,2,2,0,0,20,1,0,1,0,0.0,0,0,1,0,0,0,0,3,450000.0,6.0,0.0,3,0,0,0,0
5,4,54.22621115549242,75.68625381778841,7.321558336797052,228810.7609519691,1,2,1,0,23,1,1,1,0,0.0,0,0,0,0,0,0,0,1,450000.0,7.0,50.0,0,0,0,1,2
3,4,80.10478066984606,63.557401118217754,0.0,131519.2490843747,1,3,0,0,10,1,1,1,0,0.0,0,1,0,0,0,0,1,2,250000.0,0.0,50.0,3,0,10,1,3
2,4,50.97850889261625,96.62056822344783,0.0,218511.2677490104,2,5,0,1,12,1,0,1,0,0.0,0,0,0,0,0,0,0,1,150000.0,6.0,0.0,3,0,0,0,0
4,4,74.53922579563482,82.77174529687571,6.693285435049973,74437.13398379856,2,2,1,0,9,1,1,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,6.0,50.0,3,0,9,0,0
4,1,52.24491659789898,62.691067036817024,5.970085619239199,216860.28047319152,1,2,1,0,9,1,1,1,0,0.0,0,1,0,0,0,0,0,3,450000.0,7.0,60.0,0,0,9,0,0
4,3,54.083131638120335,95.22726649380259,8.139061542185658,424477.8697249248,1,2,1,0,7,1,0,0,0,0.0,0,0,0,0,0,0,0,1,450000.0,6.0,75.0,0,0,0,1,2
4,4,61.76043066457351,51.11351283295388,5.480130976369474,195631.25109107344,2,2,1,0,8,1,1,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,8.0,0.0,0,0,0,0,0
2,4,70.99797519467586,57.13945343982099,0.0,94221.18559409853,1,4,0,0,9,1,1,1,0,0.0,0,1,0,0,0,0,0,2,250000.0,0.0,60.0,0,2,9,0,0
3,1,87.08121909364311,75.03423344434593,0.0,2024290.9830241576,1,1,0,0,20,0,0,1,0,0.0,0,1,0,0,0,0,1,3,250000.0,6.0,50.0,3,0,0,0,0
4,1,81.58314028155073,88.41433049551128,8.626810520613065,445534.501429293,2,2,1,0,10,1,1,1,0,0.0,0,1,0,0,0,1,0,2,600000.0,0.0,50.0,0,0,10,1,3
4,2,95.50079296091297,62.10719334441836,8.033970604978201,127725.37006860584,1,3,0,0,16,1,1,1,0,0.0,0,1,0,0,1,0,0,2,450000.0,6.0,0.0,0,0,16,1,3
2,1,76.02648445320446,47.60176575279246,0.0,82329.0267348554,2,2,0,0,7,1,1,1,0,0.0,0,0,0,0,0,0,0,2,800000.0,7.0,60.0,0,0,7,0,0
2,2,51.40861888607701,62.793101399119244,0.0,189574.91812928807,1,2,1,0,12,0,0,1,0,0.0,0,1,0,0,0,0,1,2,250000.0,0.0,0.0,0,0,12,1,3
4,1,86.50221932315523,80.18503142509994,5.4567258664390295,418826.6361169945,2,3,0,0,7,1,1,1,0,0.0,1,1,0,0,0,0,0,1,600000.0,6.0,70.0,0,0,7,0,0
4,3,85.31438134663514,85.2850749520814,6.994397686239881,237489.4625408,1,1,0,0,10,1,0,1,0,0.0,0,1,0,0,0,0,0,2,600000.0,0.0,70.0,4,2,10,0,0
4,3,57.31509060423755,54.43869538601959,7.714907425701197,738827.0441746453,1,2,1,0,18,0,0,1,0,0.0,1,0,0,0,0,0,0,1,450000.0,7.5,50.0,1,2,0,0,0
3,4,75.48711674286822,69.38740909297258,0.0,216435.86829855197,2,5,0,1,8,1,1,1,0,0.0,1,0,0,0,0,0,0,1,450000.0,6.0,70.0,3,0,0,0,0
5,4,67.1763150301983,45.132296883330035,9.00216761758519,729846.2239247088,1,1,0,0,17,1,0,1,0,0.0,0,0,0,0,0,0,0,3,150000.0,6.0,60.0,0,0,0,0,0
5,2,59.620018075013874,80.54723306026202,6.696242178243987,172327.25811604405,1,2,1,0,16,1,1,1,0,0.0,0,1,0,0,0,0,0,2,800000.0,6.0,50.0,3,0,16,0,0
4,4,62.432744407501204,97.59843201625316,7.8843366688192065,198619.59115133807,2,1,0,0,3,1,0,1,0,0.0,0,0,0,0,0,1,0,3,800000.0,0.0,80.0,0,0,0,1,3
4,2,50.77336250858419,75.61495245480063,6.565632344093498,187598.1761802264,2,2,1,0,15,1,0,1,0,0.0,1,0,0,0,0,0,1,3,150000.0,7.5,60.0,2,0,0,0,0
4,1,69.15920733015548,45.348050830048976,6.440634880158632,2032426.0030380816,2,2,0,0,9,0,1,1,0,0.0,0,1,0,0,0,0,0,3,600000.0,0.0,75.0,0,0,0,0,0
4,3,76.71273987689375,76.65605549747869,8.292920958702329,105567.59443798146,1,5,0,1,4,1,0,1,0,0.0,0,0,0,0,0,0,0,1,150000.0,7.5,60.0,0,2,0,0,0
4,3,66.73524733470607,78.74582505368465,7.518537208622954,215106.03536734512,1,5,0,1,3,1,1,1,0,0.0,0,0,0,0,0,0,0,2,250000.0,7.0,60.0,6,0,3,0,0
5,1,83.25613274290977,57.14150950442605,5.69723216177866,1201322.135934681,1,1,0,0,19,0,0,1,0,0.0,0,0,0,0,0,0,0,3,600000.0,7.5,50.0,0,2,0,0,0
2,2,92.17324119845703,46.555235113408315,0.0,1177149.2210549063,2,1,0,0,14,0,0,1,0,0.0,1,0,0,0,0,0,1,3,250000.0,7.5,60.0,0,2,0,0,0
5,2,55.876388510219016,52.9251533489203,6.642207955584166,747623.647211568,2,2,1,0,10,1,1,1,0,0.0,0,0,0,0,1,0,0,2,450000.0,8.0,50.0,0,0,10,0,0
4,3,59.43686081609991,89.39499340129288,5.835604195453347,177645.22759784048,1,4,0,0,13,1,1,0,0,0.0,0,1,0,0,0,0,0,1,600000.0,7.5,70.0,3,0,0,0,0
5,1,85.5691294831428,92.53971214854698,5.423076494570589,1194529.14528554,2,1,0,0,21,0,0,1,0,0.0,0,0,0,0,0,0,0,1,450000.0,6.0,50.0,0,0,0,0,0
4,2,71.00418414820633,58.43930359430765,9.730930167043951,676622.4196824245,1,1,0,0,17,1,0,1,0,0.0,0,1,0,1,1,0,1,1,450000.0,0.0,60.0,0,2,0,0,0
2,3,52.74726430697326,96.84373840410721,0.0,112269.84839713841,1,3,0,0,13,1,0,1,0,0.0,0,0,0,0,0,0,0,1,450000.0,8.0,80.0,3,0,0,1,3
4,1,96.3484253943609,94.33657306307049,8.494984193380594,186911.331685481,1,1,0,0,5,1,0,1,0,0.0,0,0,0,0,0,0,1,3,600000.0,0.0,50.0,0,0,0,1,3
4,1,57.891585288185055,89.84734294323101,5.18224843406761,192126.45838648977,1,1,0,0,16,1,0,1,0,0.0,0,0,0,0,0,0,0,3,150000.0,7.5,50.0,2,0,16,0,0
5,1,91.70360833888148,94.21375637041567,8.604054173753134,698311.2032887924,1,3,0,0,1,0,1,1,0,0.0,0,0,0,0,0,0,0,2,150000.0,0.0,0.0,2,0,1,0,0
4,1,54.086154488257634,55.99495623482628,9.707061826883209,1200763.9906764766,2,2,0,0,2,0,1,0,0,0.0,0,0,0,0,0,0,1,1,150000.0,6.0,75.0,0,2,0,0,0
4,3,55.898452080683384,69.8148251727862,9.47342367026025,107011.49130462394,1,1,0,0,16,0,0,0,1,63.678900831385604,0,0,0,1,0,0,0,1,600000.0,7.5,0.0,0,0,0,1,3
5,3,82.12679869415133,62.29797078940562,5.726846565755054,2017054.087679303,2,1,0,0,23,0,0,1,0,0.0,0,1,1,0,0,0,1,1,450000.0,7.5,50.0,0,0,23,0,0
4,1,55.05719217784096,52.32923210192375,7.85514048102771,433307.1883170193,1,3,0,0,18,1,1,1,0,0.0,0,0,0,0,0,0,1,3,250000.0,0.0,60.0,0,0,0,0,0
4,1,60.014988540971075,92.28552731744837,9.268166475623152,224997.8849998865,2,5,0,1,21,1,0,1,0,0.0,1,0,0,0,0,0,0,2,150000.0,6.0,50.0,0,0,21,0,0
3,2,57.25364382020604,73.98022187008428,0.0,100094.39938383276,2,2,1,0,14,1,1,1,0,0.0,0,0,0,0,0,0,0,2,150000.0,0.0,50.0,0,2,14,1,2
2,1,65.51187239413936,59.4779047057458,0.0,216300.67228346452,1,4,0,0,16,1,1,1,0,0.0,0,0,0,0,0,0,0,1,600000.0,0.0,50.0,0,0,0,1,2
2,1,66.19300865543268,97.75957893435248,0.0,191164.814271656,2,1,0,0,8,1,0,1,0,0.0,0,0,0,0,0,0,0,1,250000.0,7.0,80.0,4,0,0,0,0
5,2,68.65608298523794,90.76338352646636,7.380626888133138,689226.7717398587,2,2,1,0,3,1,1,1,0,0.0,0,0,0,0,0,0,0,2,800000.0,0.0,70.0,0,2,3,1,2
4,3,50.21679885406299,96.643191719702,6.45145952860174,392205.92512981716,2,2,1,0,3,1,1,1,0,0.0,0,0,0,0,0,0,1,1,800000.0,7.5,0.0,1,0,0,0,0
4,4,94.3494888983254,52.14571098934046,7.8166877885823975,747256.2989321185,1,5,0,1,15,1,1,1,0,0.0,0,0,0,0,0,0,0,2,450000.0,8.0,60.0,3,2,15,0,0
